Matematika,Bahasa_Inggris,IPA,IPS,Minat,Hobi,Kemampuan_Komputer,Kemampuan_Komunikasi,Kemampuan_Kepemimpinan,Kemampuan_Analisis,Kemampuan_Kreativitas,Kemampuan_Problem_Solving,Mata_Pelajaran_Favorit,Gaya_Belajar,Tujuan_Karier,Aktivitas_Organisasi,Prestasi_Akademik,Prestasi_NonAkademik,Jurusan
82,75,81,73,Bisnis,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Visual,Insinyur Mesin,BEM,Kecamatan - Sains,Olahraga - Sekolah,Teknik Industri
62,72,65,74,Bisnis,Menulis,Rendah,Sedang,Sedang,Tinggi,Rendah,Sedang,Biologi,Kinestetik,Software Engineer,Komunitas IT,Kecamatan - Ekonomi,Tidak Ada,Akuntansi
91,92,84,81,Teknologi,Game Development,Tinggi,Rendah,Sedang,Tinggi,Sedang,Tinggi,Informatika,Visual,Software Engineer,Komunitas IT,Kabupaten - Fisika,Kepemimpinan - Kabupaten,Teknik Informatika
71,72,66,65,Olahraga,Sepak Bola,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Sedang,Kimia,Auditori,Software Engineer,Karang Taruna,Tidak Ada,Olahraga - Provinsi,Ilmu Keolahragaan
98,81,83,61,Teknik,Robotika,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Matematika,Visual,Insinyur Mesin,OSIS,Sekolah - Matematika,Tidak Ada,Teknik Elektro
76,88,78,79,Teknologi,Fotografi,Tinggi,Sedang,Rendah,Sedang,Tinggi,Tinggi,Ekonomi,Membaca/Menulis,Guru,Paskibra,Sekolah - Fisika,Tidak Ada,Arsitektur
80,81,87,62,Teknik,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Ekonomi,Membaca/Menulis,Business Analyst,MPK,Kabupaten - Fisika,Kepemimpinan - Kecamatan,Teknik Industri
73,59,79,64,Olahraga,Atletik,Tinggi,Rendah,Tinggi,Sedang,Rendah,Tinggi,PJOK,Visual,Pelatih Olahraga,Paskibra,Kecamatan - Biologi,Organisasi - Nasional,Ilmu Keolahragaan
81,91,85,73,Bisnis,Content Creator,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Rendah,Bahasa Inggris,Kinestetik,Arsitek,Komunitas Olahraga,Provinsi - Matematika,Organisasi - Kabupaten,Sistem Informasi
59,60,79,69,Teknologi,Robotika,Sedang,Sedang,Tinggi,Tinggi,Rendah,Sedang,Sosiologi,Auditori,Psikolog,OSIS,Tidak Ada,Organisasi - Kabupaten,Teknik Elektro
83,66,96,72,Kesehatan,Membaca,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Kimia,Visual,Apoteker,Pramuka,Tidak Ada,Tidak Ada,Farmasi
82,74,57,80,Lingkungan,Basket,Sedang,Tinggi,Rendah,Rendah,Rendah,Tinggi,Bahasa Indonesia,Visual,Konsultan Lingkungan,OSIS,Nasional - Matematika,Organisasi - Internasional,Teknik Sipil
76,68,83,64,Olahraga,Atletik,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Biologi,Kinestetik,Pelatih Olahraga,OSIS,Tidak Ada,Olahraga - Kabupaten,Ilmu Keolahragaan
74,71,66,88,Bisnis,Investasi,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Bahasa Inggris,Visual,Entrepreneur,Karang Taruna,Kabupaten - Debat,Organisasi - Internasional,Manajemen Bisnis
85,91,89,78,Kesehatan,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dokter,PMR,Tidak Ada,Organisasi - Nasional,Kedokteran
94,92,93,70,Teknik,Desain Grafis,Tinggi,Tinggi,Rendah,Tinggi,Tinggi,Sedang,Matematika,Visual,Arsitek,Komunitas Seni,Provinsi - Sains,Organisasi - Provinsi,Arsitektur
82,86,73,81,Bisnis,Berjualan,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Ekonomi,Visual,Insinyur Mesin,MPK,Sekolah - Sains,Seni - Internasional,Teknik Industri
88,65,88,71,Lingkungan,Volunteering,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Kimia,Membaca/Menulis,Insinyur Sipil,Pramuka,Tidak Ada,Tidak Ada,Teknik Lingkungan
66,86,69,63,Teknik,Berjualan,Sedang,Tinggi,Rendah,Sedang,Sedang,Rendah,Biologi,Membaca/Menulis,Dokter,MPK,Sekolah - Sains,Tidak Ada,Teknik Industri
66,76,78,85,Seni,Penelitian,Sedang,Rendah,Sedang,Tinggi,Tinggi,Sedang,Matematika,Visual,Business Analyst,Komunitas IT,Tidak Ada,Seni - Provinsi,Arsitektur
59,61,64,73,Sosial,Content Creator,Sedang,Rendah,Sedang,Sedang,Tinggi,Rendah,Kimia,Auditori,Dosen,PMR,Tidak Ada,Tidak Ada,Hukum
70,82,66,73,Bisnis,Musik,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Sedang,Sejarah,Kinestetik,Konsultan Lingkungan,Komunitas Olahraga,Sekolah - Matematika,Tidak Ada,Akuntansi
62,81,61,80,Sosial,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Bahasa Indonesia,Auditori,Dosen,BEM,Tidak Ada,Organisasi - Nasional,Hukum
60,66,65,65,Pendidikan,Menulis,Rendah,Sedang,Tinggi,Sedang,Rendah,Tinggi,Bahasa Inggris,Kinestetik,Arsitek,PMR,Kabupaten - Bahasa Inggris,Tidak Ada,Pendidikan
80,75,83,74,Bisnis,Membaca,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Manajer,OSIS,Sekolah - Debat,Kepemimpinan - Nasional,Administrasi Bisnis
85,70,69,83,Bisnis,Membaca,Tinggi,Sedang,Sedang,Sedang,Rendah,Tinggi,Ekonomi,Membaca/Menulis,Manajer,Karang Taruna,Provinsi - Bahasa Inggris,Organisasi - Kecamatan,Administrasi Bisnis
95,86,94,63,Lingkungan,Penelitian,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Kimia,Membaca/Menulis,Konsultan Lingkungan,OSIS,Tidak Ada,Tidak Ada,Teknik Lingkungan
82,78,88,64,Lingkungan,Volunteering,Sedang,Tinggi,Sedang,Sedang,Sedang,Tinggi,Biologi,Membaca/Menulis,Insinyur Sipil,Karang Taruna,Tidak Ada,Organisasi - Nasional,Teknik Lingkungan
64,71,79,61,Teknik,Sepak Bola,Tinggi,Sedang,Tinggi,Tinggi,Rendah,Tinggi,Geografi,Auditori,Guru,BEM,Sekolah - Fisika,Kepemimpinan - Kecamatan,Teknik Mesin
79,59,62,78,Teknologi,Musik,Sedang,Tinggi,Tinggi,Sedang,Rendah,Rendah,PJOK,Membaca/Menulis,Insinyur Sipil,Karang Taruna,Kecamatan - Matematika,Tidak Ada,Teknik Sipil
77,55,56,67,Olahraga,Sepak Bola,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,PJOK,Visual,Pelatih Olahraga,Komunitas Olahraga,Kecamatan - Sains,Olahraga - Internasional,Ilmu Keolahragaan
79,77,62,91,Pendidikan,Membaca,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Bahasa Indonesia,Auditori,Guru,OSIS,Provinsi - Debat,Tidak Ada,Pendidikan
95,84,85,81,Teknik,Penelitian,Sedang,Sedang,Sedang,Tinggi,Tinggi,Sedang,Matematika,Visual,Arsitek,OSIS,Tidak Ada,Kepemimpinan - Sekolah,Arsitektur
96,75,91,60,Kesehatan,Volunteering,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Kimia,Membaca/Menulis,Apoteker,OSIS,Provinsi - Kimia,Tidak Ada,Farmasi
74,75,69,79,Teknik,Public Speaking,Sedang,Tinggi,Rendah,Rendah,Sedang,Tinggi,Fisika,Auditori,Dokter,Pramuka,Nasional - Debat,Pramuka - Sekolah,Psikologi
96,75,100,65,Lingkungan,Membaca,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Biologi,Membaca/Menulis,Konsultan Lingkungan,PMR,Tidak Ada,Tidak Ada,Teknik Lingkungan
82,73,70,77,Teknik,Video Editing,Sedang,Sedang,Sedang,Rendah,Tinggi,Rendah,Seni Budaya,Auditori,Network Engineer,Organisasi Keagamaan,Sekolah - Matematika,Organisasi - Kecamatan,Arsitektur
82,58,90,67,Teknik,Robotika,Sedang,Rendah,Rendah,Sedang,Sedang,Tinggi,Matematika,Visual,Insinyur Mesin,OSIS,Kecamatan - Sains,Olahraga - Sekolah,Teknik Mesin
69,91,63,79,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sosiologi,Auditori,Manajer,MPK,Kabupaten - Debat,Tidak Ada,Manajemen
75,71,73,92,Bisnis,Content Creator,Sedang,Tinggi,Sedang,Sedang,Sedang,Sedang,Ekonomi,Visual,Entrepreneur,BEM,Kecamatan - Debat,Organisasi - Provinsi,Manajemen
79,92,92,84,Kesehatan,Membaca,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Kimia,Membaca/Menulis,Dosen,OSIS,Provinsi - Biologi,Organisasi - Kabupaten,Farmasi
77,94,66,91,Bisnis,Menulis,Sedang,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Bahasa Inggris,Auditori,Entrepreneur,Karang Taruna,Tidak Ada,Olahraga - Kabupaten,Administrasi Bisnis
71,71,67,78,Olahraga,Taekwondo,Rendah,Tinggi,Tinggi,Rendah,Sedang,Sedang,PJOK,Visual,Guru,Komunitas Olahraga,Sekolah - Sains,Seni - Sekolah,Ilmu Keolahragaan
85,77,59,87,Bisnis,Content Creator,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Ekonomi,Auditori,Business Analyst,OSIS,Kabupaten - Debat,Organisasi - Provinsi,Manajemen Bisnis
67,69,69,58,Teknik,Robotika,Rendah,Sedang,Sedang,Tinggi,Rendah,Rendah,Matematika,Membaca/Menulis,Business Analyst,MPK,Sekolah - Fisika,Seni - Kabupaten,Teknik Mesin
74,87,79,74,Teknologi,Web Development,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Ekonomi,Membaca/Menulis,Business Analyst,Komunitas IT,Tidak Ada,Organisasi - Internasional,Sistem Informasi
80,69,79,60,Teknologi,Esport,Tinggi,Sedang,Sedang,Rendah,Sedang,Tinggi,Sejarah,Auditori,UI UX Designer,BEM,Kabupaten - Sains,Tidak Ada,Teknik Elektro
62,80,64,69,Seni,Desain Grafis,Sedang,Rendah,Rendah,Tinggi,Tinggi,Tinggi,Bahasa Indonesia,Auditori,Arsitek,PMR,Sekolah - Bahasa Inggris,Tidak Ada,Desain Komunikasi Visual
73,67,81,75,Lingkungan,Merakit Elektronik,Sedang,Sedang,Sedang,Tinggi,Rendah,Sedang,Sejarah,Visual,Entrepreneur,Komunitas IT,Tidak Ada,Organisasi - Internasional,Teknik Sipil
61,92,55,82,Sosial,Public Speaking,Tinggi,Sedang,Tinggi,Sedang,Sedang,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,MPK,Tidak Ada,Tidak Ada,Hukum
83,82,58,74,Bisnis,Membaca,Sedang,Tinggi,Rendah,Rendah,Sedang,Tinggi,Matematika,Visual,Akuntan,Tidak Aktif,Kabupaten - Ekonomi,Organisasi - Internasional,Akuntansi
63,73,65,71,Seni,Menggambar,Rendah,Sedang,Rendah,Rendah,Tinggi,Rendah,Ekonomi,Membaca/Menulis,Konsultan Lingkungan,Organisasi Keagamaan,Kecamatan - Bahasa Inggris,Kepemimpinan - Sekolah,Desain Komunikasi Visual
57,96,68,82,Sosial,Membaca,Sedang,Sedang,Sedang,Tinggi,Rendah,Tinggi,Bahasa Inggris,Membaca/Menulis,Pengacara,Tidak Aktif,Provinsi - Debat,Kepemimpinan - Kecamatan,Hukum
73,88,82,92,Kesehatan,Membaca,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Sosiologi,Membaca/Menulis,Psikolog,Volunteering,Sekolah - Debat,Kepemimpinan - Nasional,Psikologi
70,81,77,85,Seni,Menulis,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Rendah,Kimia,Kinestetik,Manajer,Karang Taruna,Sekolah - Biologi,Seni - Provinsi,Psikologi
70,68,67,69,Sosial,Investasi,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sejarah,Kinestetik,Business Analyst,Paskibra,Tidak Ada,Organisasi - Internasional,Akuntansi
66,92,76,77,Bisnis,Membaca,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sedang,Ekonomi,Auditori,Manajer,Karang Taruna,Kecamatan - Ekonomi,Organisasi - Nasional,Administrasi Bisnis
79,100,87,74,Kesehatan,Penelitian,Sedang,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Kimia,Visual,Dosen,PMR,Tidak Ada,Kepemimpinan - Kabupaten,Kedokteran
94,69,92,75,Kesehatan,Membaca,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Kimia,Visual,Dosen,OSIS,Tidak Ada,Tidak Ada,Farmasi
68,82,69,79,Kesehatan,PMR,Tinggi,Tinggi,Sedang,Sedang,Sedang,Tinggi,Informatika,Visual,Network Engineer,PMR,Nasional - Kimia,Kepemimpinan - Provinsi,Kedokteran
84,71,79,76,Bisnis,Content Creator,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Ekonomi,Auditori,Manajer,BEM,Sekolah - Ekonomi,Kepemimpinan - Internasional,Manajemen
73,75,95,76,Teknik,Penelitian,Sedang,Rendah,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Visual,Arsitek,Komunitas Seni,Tidak Ada,Tidak Ada,Arsitektur
84,100,90,66,Kesehatan,Volunteering,Rendah,Tinggi,Tinggi,Tinggi,Rendah,Tinggi,Biologi,Visual,Dokter,PMR,Nasional - Biologi,Kepemimpinan - Nasional,Kedokteran
79,68,79,73,Teknologi,Game Development,Tinggi,Rendah,Sedang,Sedang,Tinggi,Sedang,Biologi,Membaca/Menulis,Entrepreneur,Pramuka,Sekolah - Informatika,Organisasi - Internasional,Teknik Informatika
85,93,97,76,Kesehatan,Membaca,Sedang,Sedang,Rendah,Tinggi,Tinggi,Tinggi,Biologi,Membaca/Menulis,Dokter,PMR,Kabupaten - Biologi,Kepemimpinan - Provinsi,Kedokteran
75,68,69,80,Bisnis,Coding,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Visual,Business Analyst,BEM,Tidak Ada,Tidak Ada,Sistem Informasi
72,89,68,93,Pendidikan,Content Creator,Rendah,Tinggi,Sedang,Rendah,Sedang,Tinggi,Seni Budaya,Visual,Apoteker,Karang Taruna,Kecamatan - Debat,Pramuka - Kabupaten,Pendidikan
63,67,83,69,Olahraga,Basket,Rendah,Rendah,Tinggi,Sedang,Rendah,Sedang,PJOK,Kinestetik,Dosen,Pramuka,Tidak Ada,Kepemimpinan - Kecamatan,Ilmu Keolahragaan
73,79,81,82,Pendidikan,Penelitian,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Guru,BEM,Kabupaten - Bahasa Inggris,Kepemimpinan - Kabupaten,Psikologi
69,69,75,73,Kesehatan,Menulis,Rendah,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Fisika,Kinestetik,Insinyur Sipil,Komunitas IT,Kecamatan - Kimia,Tidak Ada,Farmasi
71,94,61,83,Bisnis,Investasi,Sedang,Tinggi,Sedang,Sedang,Sedang,Tinggi,Sosiologi,Auditori,Business Analyst,OSIS,Kecamatan - Debat,Kepemimpinan - Provinsi,Manajemen
84,77,87,78,Seni,Fotografi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Matematika,Visual,Arsitek,OSIS,Sekolah - Matematika,Tidak Ada,Arsitektur
85,79,94,86,Kesehatan,Volunteering,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Visual,Dosen,Organisasi Keagamaan,Sekolah - Biologi,Organisasi - Nasional,Kedokteran
78,78,83,72,Teknik,Menggambar,Sedang,Sedang,Rendah,Tinggi,Tinggi,Sedang,Fisika,Kinestetik,Arsitek,Komunitas Seni,Sekolah - Matematika,Seni - Kecamatan,Arsitektur
79,89,74,76,Teknologi,Game Development,Tinggi,Rendah,Sedang,Sedang,Rendah,Tinggi,Bahasa Inggris,Visual,Insinyur Mesin,Komunitas Seni,Kabupaten - Informatika,Tidak Ada,Teknik Informatika
76,72,57,74,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Bahasa Inggris,Auditori,Business Analyst,OSIS,Nasional - Debat,Tidak Ada,Manajemen
82,73,85,87,Bisnis,Content Creator,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Matematika,Visual,Entrepreneur,MPK,Kecamatan - Matematika,Tidak Ada,Manajemen Bisnis
64,64,79,68,Kesehatan,Volunteering,Sedang,Rendah,Sedang,Tinggi,Sedang,Sedang,Geografi,Kinestetik,Arsitek,Karang Taruna,Nasional - Sains,Organisasi - Sekolah,Kedokteran
74,88,59,92,Bisnis,Membaca,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Ekonomi,Membaca/Menulis,Akuntan,Karang Taruna,Sekolah - Ekonomi,Organisasi - Kecamatan,Administrasi Bisnis
87,68,92,66,Teknologi,Robotika,Tinggi,Rendah,Rendah,Sedang,Sedang,Tinggi,Matematika,Kinestetik,Network Engineer,Komunitas IT,Provinsi - Fisika,Organisasi - Nasional,Teknik Elektro
75,67,74,66,Lingkungan,Menulis,Sedang,Sedang,Sedang,Tinggi,Sedang,Sedang,Ekonomi,Auditori,Konsultan Lingkungan,PMR,Sekolah - Biologi,Tidak Ada,Teknik Lingkungan
77,83,67,89,Bisnis,Menulis,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Biologi,Membaca/Menulis,Data Scientist,Tidak Aktif,Kecamatan - Bahasa Inggris,Tidak Ada,Manajemen
72,76,69,87,Sosial,Public Speaking,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Bahasa Inggris,Auditori,Entrepreneur,Komunitas Seni,Tidak Ada,Seni - Kabupaten,Ilmu Komunikasi
92,85,73,89,Bisnis,Investasi,Sedang,Tinggi,Sedang,Tinggi,Rendah,Tinggi,Matematika,Membaca/Menulis,Akuntan,Organisasi Keagamaan,Provinsi - Ekonomi,Organisasi - Internasional,Akuntansi
85,82,57,84,Bisnis,Investasi,Rendah,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Auditori,Manajer,BEM,Kecamatan - Ekonomi,Organisasi - Internasional,Administrasi Bisnis
88,78,85,78,Teknik,Game Development,Sedang,Sedang,Sedang,Sedang,Sedang,Tinggi,Fisika,Kinestetik,Network Engineer,OSIS,Sekolah - Matematika,Tidak Ada,Teknik Elektro
73,82,76,98,Bisnis,Public Speaking,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Sedang,Matematika,Visual,Business Analyst,OSIS,Sekolah - Debat,Organisasi - Kecamatan,Manajemen Bisnis
98,90,82,62,Teknologi,Coding,Tinggi,Sedang,Rendah,Sedang,Tinggi,Tinggi,Fisika,Visual,Network Engineer,Tidak Aktif,Provinsi - Fisika,Tidak Ada,Teknik Elektro
80,82,96,63,Kesehatan,Membaca,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Matematika,Membaca/Menulis,Apoteker,Pramuka,Kabupaten - Biologi,Paskibra - Kabupaten,Farmasi
69,93,64,71,Teknologi,Esport,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sedang,Bahasa Indonesia,Auditori,Entrepreneur,Karang Taruna,Tidak Ada,Seni - Provinsi,Teknik Informatika
53,94,54,82,Sosial,Debat,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Auditori,Pengacara,MPK,Tidak Ada,Organisasi - Kabupaten,Hukum
80,76,93,78,Kesehatan,Membaca,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Visual,Apoteker,PMR,Provinsi - Kimia,Olahraga - Sekolah,Farmasi
94,81,54,85,Bisnis,Berjualan,Tinggi,Tinggi,Sedang,Tinggi,Rendah,Tinggi,Ekonomi,Membaca/Menulis,Akuntan,OSIS,Tidak Ada,Tidak Ada,Akuntansi
67,67,64,84,Bisnis,Investasi,Tinggi,Sedang,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Auditori,Business Analyst,BEM,Kecamatan - Ekonomi,Kepemimpinan - Sekolah,Administrasi Bisnis
90,85,86,56,Teknologi,Game Development,Tinggi,Sedang,Rendah,Tinggi,Sedang,Sedang,Fisika,Visual,Network Engineer,Tidak Aktif,Tidak Ada,Tidak Ada,Teknik Elektro
85,89,68,100,Sosial,Menulis,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,BEM,Tidak Ada,Kepemimpinan - Kecamatan,Hukum
82,84,94,53,Teknik,Coding,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Sedang,Fisika,Kinestetik,Network Engineer,Komunitas IT,Kabupaten - Fisika,Tidak Ada,Teknik Elektro
71,87,76,90,Sosial,Menulis,Sedang,Tinggi,Sedang,Tinggi,Sedang,Sedang,Sosiologi,Membaca/Menulis,Guru,PMR,Tidak Ada,Organisasi - Internasional,Psikologi
68,83,67,71,Bisnis,Membaca,Sedang,Rendah,Rendah,Rendah,Tinggi,Tinggi,Geografi,Visual,Entrepreneur,MPK,Kecamatan - Fisika,Olahraga - Nasional,Teknik Industri
82,81,68,78,Bisnis,Public Speaking,Rendah,Rendah,Sedang,Sedang,Sedang,Rendah,Bahasa Inggris,Visual,Insinyur Sipil,BEM,Tidak Ada,Tidak Ada,Manajemen Bisnis
79,78,70,79,Seni,Desain Grafis,Rendah,Tinggi,Sedang,Rendah,Tinggi,Sedang,Kimia,Membaca/Menulis,Pengacara,Komunitas Seni,Sekolah - Fisika,Seni - Kabupaten,Arsitektur
62,74,62,71,Teknologi,Desain Grafis,Tinggi,Sedang,Tinggi,Sedang,Sedang,Sedang,Kimia,Kinestetik,Guru,Karang Taruna,Sekolah - Informatika,Seni - Provinsi,Teknik Informatika
100,68,91,69,Bisnis,Penelitian,Sedang,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Ekonomi,Visual,Business Analyst,Komunitas IT,Kabupaten - Sains,Kepemimpinan - Internasional,Teknik Industri
78,92,80,89,Sosial,Content Creator,Rendah,Tinggi,Rendah,Sedang,Tinggi,Sedang,Bahasa Inggris,Membaca/Menulis,Pengacara,Komunitas Seni,Sekolah - Informatika,Kepemimpinan - Internasional,Sistem Informasi
65,80,58,62,Sosial,Content Creator,Rendah,Tinggi,Sedang,Tinggi,Rendah,Sedang,Sejarah,Kinestetik,Guru,Tidak Aktif,Tidak Ada,Kepemimpinan - Nasional,Hukum
76,82,81,77,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Sedang,Sedang,Ekonomi,Visual,Entrepreneur,Karang Taruna,Kecamatan - Ekonomi,Tidak Ada,Manajemen Bisnis
87,77,74,88,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Ekonomi,Visual,Entrepreneur,BEM,Nasional - Debat,Tidak Ada,Manajemen Bisnis
86,87,73,68,Sosial,Content Creator,Sedang,Rendah,Tinggi,Tinggi,Rendah,Rendah,Bahasa Inggris,Kinestetik,Dosen,Komunitas Olahraga,Kabupaten - Debat,Organisasi - Sekolah,Manajemen Bisnis
84,90,64,76,Teknologi,Web Development,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Matematika,Visual,Business Analyst,BEM,Tidak Ada,Organisasi - Sekolah,Sistem Informasi
62,85,72,69,Bisnis,Investasi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Matematika,Visual,Entrepreneur,MPK,Tidak Ada,Organisasi - Provinsi,Manajemen Bisnis
78,64,86,79,Teknologi,Game Development,Sedang,Sedang,Rendah,Sedang,Sedang,Sedang,Fisika,Kinestetik,Network Engineer,Tidak Aktif,Kecamatan - Fisika,Seni - Nasional,Teknik Elektro
70,81,61,74,Bisnis,Menulis,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Bahasa Inggris,Auditori,Entrepreneur,OSIS,Nasional - Ekonomi,Organisasi - Nasional,Administrasi Bisnis
76,79,87,78,Olahraga,Taekwondo,Sedang,Rendah,Tinggi,Tinggi,Tinggi,Sedang,Biologi,Visual,Pelatih Olahraga,Paskibra,Tidak Ada,Olahraga - Kabupaten,Ilmu Keolahragaan
72,88,61,69,Teknik,Volunteering,Sedang,Sedang,Tinggi,Sedang,Tinggi,Rendah,Sejarah,Membaca/Menulis,Manajer,OSIS,Tidak Ada,Organisasi - Kabupaten,Psikologi
92,68,80,72,Seni,Desain Grafis,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Fisika,Visual,Arsitek,Komunitas Seni,Sekolah - Matematika,Tidak Ada,Arsitektur
76,69,82,87,Pendidikan,Musik,Sedang,Rendah,Rendah,Rendah,Sedang,Rendah,Bahasa Inggris,Kinestetik,Insinyur Mesin,MPK,Kabupaten - Debat,PMR - Internasional,Pendidikan
50,64,79,66,Seni,Video Editing,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Rendah,Bahasa Indonesia,Visual,Manajer,PMR,Kabupaten - Sains,Tidak Ada,Desain Komunikasi Visual
79,60,61,78,Sosial,Content Creator,Sedang,Sedang,Rendah,Tinggi,Sedang,Sedang,Ekonomi,Membaca/Menulis,Psikolog,Komunitas Seni,Kabupaten - Debat,Tidak Ada,Hukum
63,83,72,88,Sosial,Public Speaking,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Bahasa Indonesia,Visual,Manajer,OSIS,Kecamatan - Bahasa Inggris,Tidak Ada,Ilmu Komunikasi
62,79,71,85,Pendidikan,Menulis,Sedang,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sosiologi,Auditori,Guru,OSIS,Tidak Ada,Organisasi - Nasional,Pendidikan
72,87,77,81,Pendidikan,Membaca,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Auditori,Psikolog,BEM,Sekolah - Biologi,Olahraga - Internasional,Psikologi
81,75,69,84,Psikologi,Volunteering,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Bahasa Indonesia,Membaca/Menulis,Psikolog,OSIS,Provinsi - Biologi,Kepemimpinan - Provinsi,Psikologi
60,90,70,65,Bisnis,Coding,Tinggi,Rendah,Rendah,Rendah,Sedang,Tinggi,Biologi,Membaca/Menulis,Business Analyst,MPK,Kecamatan - Fisika,Seni - Kabupaten,Teknik Industri
63,88,64,86,Sosial,Musik,Tinggi,Rendah,Tinggi,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Business Analyst,Organisasi Keagamaan,Provinsi - Debat,Organisasi - Internasional,Administrasi Bisnis
71,89,53,82,Sosial,Public Speaking,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Bahasa Inggris,Auditori,Pengacara,OSIS,Sekolah - Bahasa Indonesia,Organisasi - Kabupaten,Hukum
72,87,66,94,Sosial,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Inggris,Membaca/Menulis,Pengacara,OSIS,Tidak Ada,Kepemimpinan - Sekolah,Hukum
67,88,81,74,Teknologi,Content Creator,Tinggi,Sedang,Sedang,Tinggi,Sedang,Sedang,Sejarah,Auditori,Psikolog,PMR,Provinsi - Sains,Organisasi - Kecamatan,Desain Komunikasi Visual
